QueryId,Tokens,Tokens_Old,Tags_Pred,Tags_Labeled,Spans_Pred,Spans_Labeled,SpansId_Pred,SpansId_Labeled,OrderId
214,7,7,I-CARDINAL,I-CARDINAL,None,above 70.7,-1,5,2072
214,.,.,O,O,None,None,-1,-1,2073
215,▁Find,▁Find,O,O,None,None,-1,-1,2074
215,▁customers,▁customers,O,O,None,None,-1,-1,2075
215,▁profile,▁profile,O,O,None,None,-1,-1,2076
215,▁with,▁with,O,O,None,None,-1,-1,2077
215,▁Dr,▁Dr,O,O,None,None,-1,-1,2078
215,▁as,▁as,O,O,None,None,-1,-1,2079
215,▁salutation,▁salutation,O,O,None,None,-1,-1,2080
215,.,.,O,O,None,None,-1,-1,2081
216,▁contact,▁contact,O,O,None,None,-1,-1,2082
216,▁whose,▁whose,O,O,None,None,-1,-1,2083
216,▁state,▁state,O,O,None,None,-1,-1,2084
216,code,code,O,O,None,None,-1,-1,2085
216,▁is,▁is,O,O,None,None,-1,-1,2086
216,▁active,▁active,O,O,None,None,-1,-1,2087
217,▁contacts,▁contacts,O,O,None,None,-1,-1,2088
217,▁who,▁who,O,O,None,None,-1,-1,2089
217,▁are,▁are,O,O,None,None,-1,-1,2090
217,▁Decision,▁Decision,O,O,None,None,-1,-1,2091
217,▁Maker,▁Maker,O,O,None,None,-1,-1,2092
218,▁Display,▁Display,O,O,None,None,-1,-1,2093
218,▁a,▁a,O,O,None,None,-1,-1,2094
218,▁list,▁list,O,O,None,None,-1,-1,2095
218,▁of,▁of,O,O,None,None,-1,-1,2096
218,▁customers,▁customers,O,O,None,None,-1,-1,2097
218,▁whose,▁whose,O,O,None,None,-1,-1,2098
218,▁last,▁last,O,B-ORDINAL,None,last,-1,6,2099
218,▁name,▁name,O,O,None,None,-1,-1,2100
218,▁pronunciation,▁pronunciation,O,O,None,None,-1,-1,2101
218,▁is,▁is,O,O,None,None,-1,-1,2102
218,▁bid,▁bid,O,B-PERSON,None,biden,-1,10,2103
218,en,en,O,I-PERSON,None,biden,-1,10,2104
218,.,.,O,O,None,None,-1,-1,2105
219,▁account,▁account,O,O,None,None,-1,-1,2106
219,▁with,▁with,O,O,None,None,-1,-1,2107
219,▁Annual,▁Annual,O,O,None,None,-1,-1,2108
219,Re,Re,O,O,None,None,-1,-1,2109
219,venue,venue,O,O,None,None,-1,-1,2110
219,▁>,▁>,O,B-MONEY,None,> $1M,-1,5,2111
219,▁$,▁$,B-MONEY,I-MONEY,$1M,> $1M,6,5,2112
219,1,1,I-MONEY,I-MONEY,$1M,> $1M,6,5,2113
219,M,M,I-MONEY,I-MONEY,$1M,> $1M,6,5,2114
219,▁and,▁and,O,O,None,None,-1,-1,2115
219,▁state,▁state,O,O,None,None,-1,-1,2116
219,▁is,▁is,O,O,None,None,-1,-1,2117
219,▁NY,▁NY,B-GPE,B-GPE,NY,NY,12,12,2118
220,▁contacts,▁contacts,O,O,None,None,-1,-1,2119
220,▁with,▁with,O,O,None,None,-1,-1,2120
220,▁a,▁a,O,O,None,None,-1,-1,2121
220,▁main,▁main,O,O,None,None,-1,-1,2122
220,▁phone,▁phone,O,O,None,None,-1,-1,2123
220,▁number,▁number,O,O,None,None,-1,-1,2124
221,▁customers,▁customers,O,O,None,None,-1,-1,2125
221,▁in,▁in,O,O,None,None,-1,-1,2126
221,▁company,▁company,O,O,None,None,-1,-1,2127
221,name,name,O,O,None,None,-1,-1,2128
221,▁Microsoft,▁Microsoft,B-ORG,B-ORG,Microsoft,Microsoft,4,4,2129
221,▁AND,▁AND,O,O,None,None,-1,-1,2130
221,▁segment,▁segment,O,O,None,None,-1,-1,2131
221,▁is,▁is,O,O,None,None,-1,-1,2132
221,▁dy,▁dy,O,O,None,None,-1,-1,2133
221,nse,nse,O,O,None,None,-1,-1,2134
221,g,g,O,O,None,None,-1,-1,2135
221,010,010,O,O,None,None,-1,-1,2136
221,2,2,O,O,None,None,-1,-1,2137
222,▁contact,▁contact,O,O,None,None,-1,-1,2138
222,▁whose,▁whose,O,O,None,None,-1,-1,2139
222,▁employee,▁employee,O,O,None,None,-1,-1,2140
222,identifier,identifier,O,O,None,None,-1,-1,2141
222,▁start,▁start,O,O,None,None,-1,-1,2142
222,▁with,▁with,O,O,None,None,-1,-1,2143
222,▁365,▁365,O,B-CARDINAL,None,365878,-1,6,2144
222,878,878,O,I-CARDINAL,None,365878,-1,6,2145
223,▁Show,▁Show,O,O,None,None,-1,-1,2146
223,▁the,▁the,O,O,None,None,-1,-1,2147
223,▁profile,▁profile,O,O,None,None,-1,-1,2148
223,▁whose,▁whose,O,O,None,None,-1,-1,2149
223,▁first,▁first,B-ORDINAL,B-ORDINAL,first,first,4,4,2150
223,▁name,▁name,O,O,None,None,-1,-1,2151
223,▁is,▁is,O,O,None,None,-1,-1,2152
223,▁G,▁G,B-PERSON,B-PERSON,Gaju,Gaju,7,7,2153
223,aju,aju,I-PERSON,I-PERSON,Gaju,Gaju,7,7,2154
223,.,.,O,O,None,None,-1,-1,2155
224,▁contact,▁contact,O,O,None,None,-1,-1,2156
224,▁whose,▁whose,O,O,None,None,-1,-1,2157
224,▁fax,▁fax,O,O,None,None,-1,-1,2158
224,▁number,▁number,O,O,None,None,-1,-1,2159
224,▁is,▁is,O,O,None,None,-1,-1,2160
224,▁,▁,O,B-CARDINAL,None,1234567,-1,5,2161
224,123456,123456,B-CARDINAL,I-CARDINAL,123456,1234567,6,5,2162
224,7,7,O,I-CARDINAL,None,1234567,-1,5,2163
225,▁contacts,▁contacts,O,O,None,None,-1,-1,2164
225,▁job,▁job,O,O,None,None,-1,-1,2165
225,▁title,▁title,O,O,None,None,-1,-1,2166
225,▁is,▁is,O,O,None,None,-1,-1,2167
225,▁IT,▁IT,O,O,None,None,-1,-1,2168
225,▁manager,▁manager,O,O,None,None,-1,-1,2169
226,▁lead,▁lead,O,O,None,None,-1,-1,2170
226,▁with,▁with,O,O,None,None,-1,-1,2171
226,▁estimated,▁estimated,O,O,None,None,-1,-1,2172
226,▁amount,▁amount,O,O,None,None,-1,-1,2173
226,▁>,▁>,B-CARDINAL,B-CARDINAL,"> 99,999","> 99,999",4,4,2174
226,▁99,▁99,I-CARDINAL,I-CARDINAL,"> 99,999","> 99,999",4,4,2175
226,",",",",I-CARDINAL,I-CARDINAL,"> 99,999","> 99,999",4,4,2176
226,999,999,I-CARDINAL,I-CARDINAL,"> 99,999","> 99,999",4,4,2177
226,▁and,▁and,O,O,None,None,-1,-1,2178
226,▁estimated,▁estimated,O,O,None,None,-1,-1,2179
226,▁close,▁close,O,O,None,None,-1,-1,2180
226,▁date,▁date,O,O,None,None,-1,-1,2181
226,▁in,▁in,O,O,None,None,-1,-1,2182
226,▁next,▁next,B-DATE,B-DATE,next month,next month,13,13,2183
226,▁month,▁month,I-DATE,I-DATE,next month,next month,13,13,2184
227,▁account,▁account,O,O,None,None,-1,-1,2185
227,▁which,▁which,O,O,None,None,-1,-1,2186
227,▁is,▁is,O,O,None,None,-1,-1,2187
227,▁private,▁private,O,O,None,None,-1,-1,2188
227,▁company,▁company,O,O,None,None,-1,-1,2189
227,▁and,▁and,O,O,None,None,-1,-1,2190
227,▁re,▁re,O,O,None,None,-1,-1,2191
227,ve,ve,O,O,None,None,-1,-1,2192
227,▁larger,▁larger,B-QUANTITY,B-MONEY,larger than 100m,larger than 100m,8,8,2193
227,▁than,▁than,I-QUANTITY,I-MONEY,larger than 100m,larger than 100m,8,8,2194
227,▁100,▁100,I-QUANTITY,I-MONEY,larger than 100m,larger than 100m,8,8,2195
227,m,m,I-QUANTITY,I-MONEY,larger than 100m,larger than 100m,8,8,2196
228,▁Find,▁Find,O,O,None,None,-1,-1,2197
228,▁the,▁the,O,O,None,None,-1,-1,2198
228,▁customer,▁customer,O,O,None,None,-1,-1,2199
228,▁with,▁with,O,O,None,None,-1,-1,2200
228,▁an,▁an,O,O,None,None,-1,-1,2201
228,▁assistant,▁assistant,O,O,None,None,-1,-1,2202
228,▁named,▁named,O,O,None,None,-1,-1,2203
228,▁mike,▁mike,B-PERSON,B-PERSON,mike,mike,7,7,2204
228,▁who,▁who,O,O,None,None,-1,-1,2205
228,▁graduated,▁graduated,O,O,None,None,-1,-1,2206
228,▁from,▁from,O,O,None,None,-1,-1,2207
228,▁mit,▁mit,O,B-ORG,None,mit,-1,11,2208
228,.,.,O,O,None,None,-1,-1,2209
229,▁Customers,▁Customers,O,O,None,None,-1,-1,2210
229,▁that,▁that,O,O,None,None,-1,-1,2211
229,▁do,▁do,O,O,None,None,-1,-1,2212
229,▁not,▁not,O,O,None,None,-1,-1,2213
229,▁have,▁have,O,O,None,None,-1,-1,2214
229,▁100,▁100,B-CARDINAL,B-CARDINAL,100,100,5,5,2215
229,▁credits,▁credits,O,O,None,None,-1,-1,2216
230,▁Show,▁Show,O,O,None,None,-1,-1,2217
230,▁the,▁the,O,O,None,None,-1,-1,2218
230,▁customer,▁customer,O,O,None,None,-1,-1,2219
230,▁profiles,▁profiles,O,O,None,None,-1,-1,2220
230,▁that,▁that,O,O,None,None,-1,-1,2221
230,▁have,▁have,O,O,None,None,-1,-1,2222
230,▁123,▁123,B-CARDINAL,B-CARDINAL,123,123,6,6,2223
230,▁as,▁as,O,O,None,None,-1,-1,2224
230,▁the,▁the,O,O,None,None,-1,-1,2225
230,▁customer,▁customer,O,O,None,None,-1,-1,2226
230,▁id,▁id,O,O,None,None,-1,-1,2227
231,▁contact,▁contact,O,O,None,None,-1,-1,2228
231,▁production,▁production,O,O,None,None,-1,-1,2229
231,▁date,▁date,O,O,None,None,-1,-1,2230
231,▁is,▁is,O,O,None,None,-1,-1,2231
231,▁in,▁in,O,O,None,None,-1,-1,2232
231,▁last,▁last,B-DATE,B-DATE,last year,last year,5,5,2233
231,▁year,▁year,I-DATE,I-DATE,last year,last year,5,5,2234
232,▁lead,▁lead,O,O,None,None,-1,-1,2235
232,▁whose,▁whose,O,O,None,None,-1,-1,2236
232,▁employer,▁employer,O,O,None,None,-1,-1,2237
232,name,name,O,O,None,None,-1,-1,2238
232,▁is,▁is,O,O,None,None,-1,-1,2239
232,▁microsoft,▁microsoft,B-ORG,B-ORG,microsoft,microsoft,5,5,2240
232,▁and,▁and,O,O,None,None,-1,-1,2241
232,▁confirm,▁confirm,O,O,None,None,-1,-1,2242
232,▁interest,▁interest,O,O,None,None,-1,-1,2243
232,▁is,▁is,O,O,None,None,-1,-1,2244
232,▁true,▁true,O,O,None,None,-1,-1,2245
233,▁lead,▁lead,O,O,None,None,-1,-1,2246
233,▁whose,▁whose,O,O,None,None,-1,-1,2247
233,▁corporation,▁corporation,O,O,None,None,-1,-1,2248
233,name,name,O,O,None,None,-1,-1,2249
233,▁is,▁is,O,O,None,None,-1,-1,2250
233,▁microsoft,▁microsoft,O,B-ORG,None,microsoft,-1,5,2251
233,▁and,▁and,O,O,None,None,-1,-1,2252
233,▁confirm,▁confirm,O,O,None,None,-1,-1,2253
233,interest,interest,O,O,None,None,-1,-1,2254
233,▁is,▁is,O,O,None,None,-1,-1,2255
233,▁true,▁true,O,O,None,None,-1,-1,2256
234,▁Show,▁Show,O,O,None,None,-1,-1,2257
234,▁the,▁the,O,O,None,None,-1,-1,2258
234,▁customers,▁customers,O,O,None,None,-1,-1,2259
234,▁that,▁that,O,O,None,None,-1,-1,2260
234,▁have,▁have,O,O,None,None,-1,-1,2261
234,▁more,▁more,B-CARDINAL,B-CARDINAL,more than 3,more than 3,5,5,2262
234,▁than,▁than,I-CARDINAL,I-CARDINAL,more than 3,more than 3,5,5,2263
234,▁3,▁3,I-CARDINAL,I-CARDINAL,more than 3,more than 3,5,5,2264
234,▁children,▁children,O,O,None,None,-1,-1,2265
235,▁12,▁12,O,B-CARDINAL,None,12345,-1,0,2266
235,345,345,O,I-CARDINAL,None,12345,-1,0,2267
235,▁is,▁is,O,O,None,None,-1,-1,2268
235,▁the,▁the,O,O,None,None,-1,-1,2269
235,▁import,▁import,O,O,None,None,-1,-1,2270
235,▁sequence,▁sequence,O,O,None,None,-1,-1,2271
235,▁number,▁number,O,O,None,None,-1,-1,2272
235,▁for,▁for,O,O,None,None,-1,-1,2273
235,▁which,▁which,O,O,None,None,-1,-1,2274
235,▁customer,▁customer,O,O,None,None,-1,-1,2275
235,?,?,O,O,None,None,-1,-1,2276
236,▁contacts,▁contacts,O,O,None,None,-1,-1,2277
236,▁email,▁email,O,O,None,None,-1,-1,2278
236,▁is,▁is,O,O,None,None,-1,-1,2279
236,▁to,▁to,O,B-PERSON,None,tonylee,-1,3,2280
236,ny,ny,O,I-PERSON,None,tonylee,-1,3,2281
236,lee,lee,O,I-PERSON,None,tonylee,-1,3,2282
236,@,@,O,O,None,None,-1,-1,2283
236,ford,ford,O,O,None,None,-1,-1,2284
236,.,.,O,O,None,None,-1,-1,2285
236,com,com,O,O,None,None,-1,-1,2286
237,▁Show,▁Show,O,O,None,None,-1,-1,2287
237,▁me,▁me,O,O,None,None,-1,-1,2288
237,▁the,▁the,O,O,None,None,-1,-1,2289
237,▁profiles,▁profiles,O,O,None,None,-1,-1,2290
237,▁of,▁of,O,O,None,None,-1,-1,2291
237,▁the,▁the,O,O,None,None,-1,-1,2292
237,▁customers,▁customers,O,O,None,None,-1,-1,2293
237,▁that,▁that,O,O,None,None,-1,-1,2294
237,▁allows,▁allows,O,O,None,None,-1,-1,2295
237,▁postal,▁postal,O,O,None,None,-1,-1,2296
237,▁mail,▁mail,O,O,None,None,-1,-1,2297
237,.,.,O,O,None,None,-1,-1,2298
238,▁Customers,▁Customers,O,O,None,None,-1,-1,2299
238,▁with,▁with,O,O,None,None,-1,-1,2300
238,▁ceo,▁ceo,O,O,None,None,-1,-1,2301
238,▁job,▁job,O,O,None,None,-1,-1,2302
238,▁title,▁title,O,O,None,None,-1,-1,2303
239,▁What,▁What,O,O,None,None,-1,-1,2304
239,▁customer,▁customer,O,O,None,None,-1,-1,2305
239,▁has,▁has,O,O,None,None,-1,-1,2306
239,▁an,▁an,O,O,None,None,-1,-1,2307
239,▁influencer,▁influencer,O,O,None,None,-1,-1,2308
239,▁score,▁score,O,O,None,None,-1,-1,2309
239,▁that,▁that,O,O,None,None,-1,-1,2310
239,',',O,O,None,None,-1,-1,2311
239,s,s,O,O,None,None,-1,-1,2312
239,▁over,▁over,O,B-CARDINAL,None,over 70.7,-1,9,2313
239,▁70,▁70,B-CARDINAL,I-CARDINAL,70,over 70.7,10,9,2314
239,.,.,O,I-CARDINAL,None,over 70.7,-1,9,2315
239,7,7,I-CARDINAL,I-CARDINAL,None,over 70.7,-1,9,2316
239,?,?,O,O,None,None,-1,-1,2317
240,▁contact,▁contact,O,O,None,None,-1,-1,2318
240,▁do,▁do,O,O,None,None,-1,-1,2319
240,Not,Not,O,O,None,None,-1,-1,2320
240,Phone,Phone,O,O,None,None,-1,-1,2321
240,▁is,▁is,O,O,None,None,-1,-1,2322
240,▁true,▁true,O,O,None,None,-1,-1,2323
241,▁customers,▁customers,O,O,None,None,-1,-1,2324
241,▁whose,▁whose,O,O,None,None,-1,-1,2325
241,▁primary,▁primary,O,O,None,None,-1,-1,2326
241,▁email,▁email,O,O,None,None,-1,-1,2327
241,▁is,▁is,O,O,None,None,-1,-1,2328
241,▁johnson,▁johnson,O,O,None,None,-1,-1,2329
241,@,@,O,O,None,None,-1,-1,2330
241,gmail,gmail,O,O,None,None,-1,-1,2331
241,.,.,O,O,None,None,-1,-1,2332
241,com,com,O,O,None,None,-1,-1,2333
242,▁contact,▁contact,O,O,None,None,-1,-1,2334
242,▁Do,▁Do,O,O,None,None,-1,-1,2335
242,not,not,O,O,None,None,-1,-1,2336
242,allow,allow,O,O,None,None,-1,-1,2337
242,Email,Email,O,O,None,None,-1,-1,2338
242,s,s,O,O,None,None,-1,-1,2339
242,▁is,▁is,O,O,None,None,-1,-1,2340
242,▁true,▁true,O,O,None,None,-1,-1,2341
243,▁Let,▁Let,O,O,None,None,-1,-1,2342
243,▁me,▁me,O,O,None,None,-1,-1,2343
243,▁see,▁see,O,O,None,None,-1,-1,2344
243,▁the,▁the,O,O,None,None,-1,-1,2345
243,▁customers,▁customers,O,O,None,None,-1,-1,2346
243,▁that,▁that,O,O,None,None,-1,-1,2347
243,▁have,▁have,O,O,None,None,-1,-1,2348
243,▁a,▁a,O,O,None,None,-1,-1,2349
243,▁birthday,▁birthday,O,O,None,None,-1,-1,2350
243,▁in,▁in,O,O,None,None,-1,-1,2351
243,▁the,▁the,B-DATE,O,the next month,None,10,-1,2352
243,▁next,▁next,I-DATE,B-DATE,the next month,next month,10,11,2353
243,▁month,▁month,I-DATE,I-DATE,the next month,next month,10,11,2354
243,.,.,O,O,None,None,-1,-1,2355
244,▁The,▁The,O,O,None,None,-1,-1,2356
244,▁churn,▁churn,O,O,None,None,-1,-1,2357
244,▁score,▁score,O,O,None,None,-1,-1,2358
244,▁is,▁is,O,O,None,None,-1,-1,2359
244,▁higher,▁higher,B-CARDINAL,B-CARDINAL,higher than 100,higher than 100,4,4,2360
244,▁than,▁than,I-CARDINAL,I-CARDINAL,higher than 100,higher than 100,4,4,2361
244,▁100,▁100,I-CARDINAL,I-CARDINAL,higher than 100,higher than 100,4,4,2362
244,▁for,▁for,O,O,None,None,-1,-1,2363
244,▁which,▁which,O,O,None,None,-1,-1,2364
244,▁customers,▁customers,O,O,None,None,-1,-1,2365
244,?,?,O,O,None,None,-1,-1,2366
245,▁Locate,▁Locate,O,O,None,None,-1,-1,2367
245,▁all,▁all,O,O,None,None,-1,-1,2368
245,▁customers,▁customers,O,O,None,None,-1,-1,2369
245,▁with,▁with,O,O,None,None,-1,-1,2370
245,▁the,▁the,O,O,None,None,-1,-1,2371
245,▁middle,▁middle,O,B-ORDINAL,None,middle,-1,5,2372
245,▁name,▁name,O,O,None,None,-1,-1,2373
245,▁jack,▁jack,O,B-PERSON,None,jack,-1,7,2374
245,▁and,▁and,O,O,None,None,-1,-1,2375
245,▁whose,▁whose,O,O,None,None,-1,-1,2376
245,▁middle,▁middle,O,O,None,None,-1,-1,2377
245,▁name,▁name,O,O,None,None,-1,-1,2378
245,▁is,▁is,O,O,None,None,-1,-1,2379
245,▁pronounced,▁pronounced,O,O,None,None,-1,-1,2380
245,▁j,▁j,O,O,None,None,-1,-1,2381
245,aaaa,aaaa,O,O,None,None,-1,-1,2382
245,ck,ck,O,O,None,None,-1,-1,2383
245,.,.,O,O,None,None,-1,-1,2384
246,▁Find,▁Find,O,O,None,None,-1,-1,2385
246,▁the,▁the,O,O,None,None,-1,-1,2386
246,▁customer,▁customer,O,O,None,None,-1,-1,2387
246,▁with,▁with,O,O,None,None,-1,-1,2388
246,▁the,▁the,O,O,None,None,-1,-1,2389
246,▁position,▁position,O,O,None,None,-1,-1,2390
246,▁of,▁of,O,O,None,None,-1,-1,2391
246,▁ceo,▁ceo,O,O,None,None,-1,-1,2392
246,▁that,▁that,O,O,None,None,-1,-1,2393
246,▁has,▁has,O,O,None,None,-1,-1,2394
246,▁over,▁over,B-CARDINAL,B-CARDINAL,over,over 3,10,10,2395
246,▁3,▁3,B-CARDINAL,I-CARDINAL,3,over 3,11,10,2396
246,▁children,▁children,O,O,None,None,-1,-1,2397
246,.,.,O,O,None,None,-1,-1,2398
247,▁account,▁account,O,O,None,None,-1,-1,2399
247,▁with,▁with,O,O,None,None,-1,-1,2400
247,▁revenue,▁revenue,O,O,None,None,-1,-1,2401
247,▁>,▁>,B-MONEY,B-MONEY,> $1M,> $1M,3,3,2402
247,▁$,▁$,I-MONEY,I-MONEY,> $1M,> $1M,3,3,2403
247,1,1,I-MONEY,I-MONEY,> $1M,> $1M,3,3,2404
247,M,M,I-MONEY,I-MONEY,> $1M,> $1M,3,3,2405
247,▁and,▁and,O,O,None,None,-1,-1,2406
247,▁state,▁state,O,O,None,None,-1,-1,2407
247,▁address,▁address,O,O,None,None,-1,-1,2408
247,▁is,▁is,O,O,None,None,-1,-1,2409
247,▁NY,▁NY,B-GPE,B-GPE,NY,NY,11,11,2410
248,▁Find,▁Find,O,O,None,None,-1,-1,2411
248,▁customer,▁customer,O,O,None,None,-1,-1,2412
248,▁with,▁with,O,O,None,None,-1,-1,2413
248,▁first,▁first,B-ORDINAL,B-ORDINAL,first,first,3,3,2414
248,▁name,▁name,O,O,None,None,-1,-1,2415
248,▁as,▁as,O,O,None,None,-1,-1,2416
248,▁peter,▁peter,B-PERSON,B-PERSON,peter,peter,6,6,2417
249,▁Which,▁Which,O,O,None,None,-1,-1,2418
249,▁customers,▁customers,O,O,None,None,-1,-1,2419
249,▁who,▁who,O,O,None,None,-1,-1,2420
249,▁women,▁women,O,O,None,None,-1,-1,2421
249,▁as,▁as,O,O,None,None,-1,-1,2422
249,▁their,▁their,O,O,None,None,-1,-1,2423
249,▁gender,▁gender,O,O,None,None,-1,-1,2424
249,?,?,O,O,None,None,-1,-1,2425
250,▁contacts,▁contacts,O,O,None,None,-1,-1,2426
250,▁who,▁who,O,O,None,None,-1,-1,2427
250,▁is,▁is,O,O,None,None,-1,-1,2428
250,▁active,▁active,O,O,None,None,-1,-1,2429
250,▁and,▁and,O,O,None,None,-1,-1,2430
250,▁gender,▁gender,O,O,None,None,-1,-1,2431
250,▁is,▁is,O,O,None,None,-1,-1,2432
250,▁male,▁male,O,O,None,None,-1,-1,2433
250,▁and,▁and,O,O,None,None,-1,-1,2434
250,▁birthday,▁birthday,O,O,None,None,-1,-1,2435
250,▁on,▁on,O,O,None,None,-1,-1,2436
250,▁7,▁7,B-DATE,B-DATE,7-31-1986,7-31-1986,11,11,2437
250,-,-,I-DATE,I-DATE,7-31-1986,7-31-1986,11,11,2438
250,31,31,I-DATE,I-DATE,7-31-1986,7-31-1986,11,11,2439
250,-,-,I-DATE,I-DATE,7-31-1986,7-31-1986,11,11,2440
250,1986,1986,I-DATE,I-DATE,7-31-1986,7-31-1986,11,11,2441
251,▁contact,▁contact,O,O,None,None,-1,-1,2442
251,▁whose,▁whose,O,O,None,None,-1,-1,2443
251,▁full,▁full,O,O,None,None,-1,-1,2444
251,▁name,▁name,O,O,None,None,-1,-1,2445
251,▁is,▁is,O,O,None,None,-1,-1,2446
251,▁mike,▁mike,B-PERSON,B-PERSON,mike,mike white,5,5,2447
251,▁white,▁white,O,I-PERSON,None,mike white,-1,5,2448
252,▁123,▁123,B-CARDINAL,B-CARDINAL,123,123,0,0,2449
252,▁is,▁is,O,O,None,None,-1,-1,2450
252,▁the,▁the,O,O,None,None,-1,-1,2451
252,▁customer,▁customer,O,O,None,None,-1,-1,2452
252,▁identification,▁identification,O,O,None,None,-1,-1,2453
252,▁for,▁for,O,O,None,None,-1,-1,2454
252,▁which,▁which,O,O,None,None,-1,-1,2455
252,▁listed,▁listed,O,O,None,None,-1,-1,2456
252,▁client,▁client,O,O,None,None,-1,-1,2457
252,▁profile,▁profile,O,O,None,None,-1,-1,2458
252,?,?,O,O,None,None,-1,-1,2459
253,▁Show,▁Show,O,O,None,None,-1,-1,2460
253,▁all,▁all,O,O,None,None,-1,-1,2461
253,▁customers,▁customers,O,O,None,None,-1,-1,2462
253,▁that,▁that,O,O,None,None,-1,-1,2463
253,▁are,▁are,O,O,None,None,-1,-1,2464
253,▁men,▁men,O,O,None,None,-1,-1,2465
253,.,.,O,O,None,None,-1,-1,2466
254,▁List,▁List,O,O,None,None,-1,-1,2467
254,▁the,▁the,O,O,None,None,-1,-1,2468
254,▁customers,▁customers,O,O,None,None,-1,-1,2469
254,▁who,▁who,O,O,None,None,-1,-1,2470
254,▁have,▁have,O,O,None,None,-1,-1,2471
254,▁1,▁1,B-CARDINAL,B-CARDINAL,1,1.1,5,5,2472
254,.,.,O,I-CARDINAL,None,1.1,-1,5,2473
254,1,1,B-CARDINAL,I-CARDINAL,1,1.1,7,5,2474
254,▁as,▁as,O,O,None,None,-1,-1,2475
254,▁their,▁their,O,O,None,None,-1,-1,2476
254,▁exchange,▁exchange,O,O,None,None,-1,-1,2477
254,▁rate,▁rate,O,O,None,None,-1,-1,2478
254,.,.,O,O,None,None,-1,-1,2479
255,▁People,▁People,O,O,None,None,-1,-1,2480
255,▁with,▁with,O,O,None,None,-1,-1,2481
255,▁an,▁an,O,O,None,None,-1,-1,2482
255,▁annual,▁annual,O,O,None,None,-1,-1,2483
255,▁income,▁income,O,O,None,None,-1,-1,2484
255,▁of,▁of,O,O,None,None,-1,-1,2485
255,▁less,▁less,B-CARDINAL,B-CARDINAL,less than 20000,less than 20000,6,6,2486
255,▁than,▁than,I-CARDINAL,I-CARDINAL,less than 20000,less than 20000,6,6,2487
255,▁20,▁20,I-CARDINAL,I-CARDINAL,less than 20000,less than 20000,6,6,2488
255,000,000,I-CARDINAL,I-CARDINAL,less than 20000,less than 20000,6,6,2489
256,▁What,▁What,O,O,None,None,-1,-1,2490
256,▁customer,▁customer,O,O,None,None,-1,-1,2491
256,▁profile,▁profile,O,O,None,None,-1,-1,2492
256,▁is,▁is,O,O,None,None,-1,-1,2493
256,▁in,▁in,O,O,None,None,-1,-1,2494
256,▁the,▁the,O,O,None,None,-1,-1,2495
256,▁consulting,▁consulting,O,O,None,None,-1,-1,2496
256,▁industry,▁industry,O,O,None,None,-1,-1,2497
256,?,?,O,O,None,None,-1,-1,2498
257,▁lead,▁lead,O,O,None,None,-1,-1,2499
257,▁with,▁with,O,O,None,None,-1,-1,2500
257,▁email,▁email,O,O,None,None,-1,-1,2501
257,▁address,▁address,O,O,None,None,-1,-1,2502
257,▁end,▁end,O,O,None,None,-1,-1,2503
257,▁with,▁with,O,O,None,None,-1,-1,2504
257,▁edu,▁edu,O,O,None,None,-1,-1,2505
258,▁account,▁account,O,O,None,None,-1,-1,2506
258,▁Open,▁Open,O,O,None,None,-1,-1,2507
258,Deal,Deal,O,O,None,None,-1,-1,2508
258,s,s,O,O,None,None,-1,-1,2509
258,count,count,O,O,None,None,-1,-1,2510
258,▁>,▁>,O,B-CARDINAL,None,> 5,-1,5,2511
258,▁5,▁5,B-CARDINAL,I-CARDINAL,5,> 5,6,5,2512
258,▁and,▁and,O,O,None,None,-1,-1,2513
258,▁open,▁open,O,O,None,None,-1,-1,2514
258,rev,rev,O,O,None,None,-1,-1,2515
258,▁>,▁>,O,B-MONEY,None,> 100m,-1,10,2516
258,▁100,▁100,B-CARDINAL,I-MONEY,100,> 100m,11,10,2517
258,m,m,O,I-MONEY,None,> 100m,-1,10,2518
259,▁customers,▁customers,O,O,None,None,-1,-1,2519
259,▁who,▁who,O,O,None,None,-1,-1,2520
259,▁has,▁has,O,O,None,None,-1,-1,2521
259,▁children,▁children,O,O,None,None,-1,-1,2522
259,▁is,▁is,O,O,None,None,-1,-1,2523
259,▁true,▁true,O,O,None,None,-1,-1,2524
259,▁and,▁and,O,O,None,None,-1,-1,2525
259,▁has,▁has,O,O,None,None,-1,-1,2526
259,▁pets,▁pets,O,O,None,None,-1,-1,2527
259,▁is,▁is,O,O,None,None,-1,-1,2528
259,▁false,▁false,O,O,None,None,-1,-1,2529
260,▁Contacts,▁Contacts,O,O,None,None,-1,-1,2530
260,▁updated,▁updated,O,O,None,None,-1,-1,2531
260,▁this,▁this,B-DATE,B-DATE,this month,this month,2,2,2532
260,▁month,▁month,I-DATE,I-DATE,this month,this month,2,2,2533
261,▁customers,▁customers,O,O,None,None,-1,-1,2534
261,▁whose,▁whose,O,O,None,None,-1,-1,2535
261,▁twitter,▁twitter,O,O,None,None,-1,-1,2536
261,▁handler,▁handler,O,O,None,None,-1,-1,2537
261,▁is,▁is,O,O,None,None,-1,-1,2538
261,▁mc,▁mc,O,B-PERSON,None,mcdonald,-1,5,2539
261,donald,donald,O,I-PERSON,None,mcdonald,-1,5,2540
261,▁and,▁and,O,O,None,None,-1,-1,2541
